level_0,@module_x,@class_x,name_x,@version_x,X.discharge_capacity_cycle_2,X.max_discharge_capacity_difference,X.discharge_capacity_cycle_100,X.integrated_time_temperature_cycles_1:100,X.charge_time_cycles_1:5,X.abs_min_discharge_capacity_difference_cycles_2:100,X.abs_mean_discharge_capacity_difference_cycles_2:100,X.abs_variance_discharge_capacity_difference_cycles_2:100,X.abs_skew_discharge_capacity_difference_cycles_2:100,X.abs_kurtosis_discharge_capacity_difference_cycles_2:100,X.abs_first_discharge_capacity_difference_cycles_2:100,X.max_temperature_cycles_1:100,X.min_temperature_cycles_1:100,X.slope_discharge_capacity_cycle_number_2:100,X.intercept_discharge_capacity_cycle_number_2:100,X.slope_discharge_capacity_cycle_number_91:100,X.intercept_discharge_capacity_cycle_number_91:100,X.min_internal_resistance_cycles_2:100,X.internal_resistance_cycle_2,X.internal_resistance_difference_cycles_2:100,X.nominal_capacity_by_median,metadata.barcode_x,metadata.protocol_x,metadata.channel_id_x,metadata.parameters.init_pred_cycle,metadata.parameters.mid_pred_cycle,metadata.parameters.final_pred_cycle,metadata.parameters.n_nominal_cycles,bat_num,batches,bat_name,index,@module_y,@class_y,name_y,@version_y,X.capacity_0.98,X.capacity_0.95,X.capacity_0.92,X.capacity_0.89,X.capacity_0.86,X.capacity_0.83,X.capacity_0.8,metadata.barcode_y,metadata.protocol_y,metadata.channel_id_y,metadata.parameters.thresh_max_cap,metadata.parameters.thresh_min_cap,metadata.parameters.interval_cap
22,beep.featurize,DeltaQFastCharge,/mnt/c/Users/sjrt1/Documents/School/Winter2021/DATA451/FastCharge/data-share/features/DeltaQFastCharge/FastCharge_000006_CH43_features_DeltaQFastCharge.json,2021.1.11.15,1.0602307,0.4880704,1.0615865,210267.5403361003,588.7999877929688,-1.677722097259545,-2.0562058751990264,-4.079212893480145,-0.6506297869412885,0.25352969149819754,-1.7269550229503858,39.49040985107422,31.956256866455078,-1.8281213358072654e-05,1.0641467546072971,-6.572181818178493e-05,1.0681568018181784,0.015220164321362972,0.015468710102140903,-0.0001105181872844696,1.06404725,el150800737350,2018-04-12_batch8\20180412-5_3C_54per_4C_newstructure.sdu,42,10,91,100,40,43,b3,b3c43,0,beep.featurize,TrajectoryFastCharge,/mnt/c/Users/sjrt1/Documents/School/Winter2021/DATA451/FastCharge/data-share/features/TrajectoryFastCharge/FastCharge_000006_CH43_features_TrajectoryFastCharge.json,2021.1.11.15,1160,1160,1160,1160,1160,1160,1160,el150800737350,2018-04-12_batch8\20180412-5_3C_54per_4C_newstructure.sdu,42,0.98,0.78,0.03
23,beep.featurize,DeltaQFastCharge,/mnt/c/Users/sjrt1/Documents/School/Winter2021/DATA451/FastCharge/data-share/features/DeltaQFastCharge/FastCharge_000006_CH48_features_DeltaQFastCharge.json,2021.1.11.15,1.0464231,0.48566120000000024,1.049562,195739.7990519206,614.4000244140625,-1.7896844996079961,-2.363780663519808,-4.302821721819576,-0.3234980593497772,0.04870989065492224,-1.8092934310068363,36.4913215637207,30.997316360473633,-3.3946159554775826e-06,1.0507216631210057,-1.6730303030273872e-05,1.0513212036363604,0.01548076793551445,0.015740374103188515,-0.00013360567390918732,1.05127725,el150800737361,2018-04-12_batch8\20180412-5_3C_54per_4C_newstructure.sdu,47,10,91,100,40,48,b3,b3c48,0,beep.featurize,TrajectoryFastCharge,/mnt/c/Users/sjrt1/Documents/School/Winter2021/DATA451/FastCharge/data-share/features/TrajectoryFastCharge/FastCharge_000006_CH48_features_TrajectoryFastCharge.json,2021.1.11.15,1158,1158,1158,1158,1158,1158,1158,el150800737361,2018-04-12_batch8\20180412-5_3C_54per_4C_newstructure.sdu,47,0.98,0.78,0.03
24,beep.featurize,DeltaQFastCharge,/mnt/c/Users/sjrt1/Documents/School/Winter2021/DATA451/FastCharge/data-share/features/DeltaQFastCharge/FastCharge_000006_CH8_features_DeltaQFastCharge.json,2021.1.11.15,1.0686373,0.4983592000000001,1.0729247,208962.7175089518,588.7999877929688,-1.5924715359491772,-1.9453557166651918,-3.913928161509713,-0.9717305600975756,0.261544497136374,-1.647487664498302,36.881858825683594,30.183568954467773,7.766717377855095e-06,1.0728857095856523,-2.5119999999986705e-05,1.0753501999999981,0.015516569837927818,0.015744391828775406,-0.00012844055891036987,1.0736579499999999,el150800737369,2018-04-12_batch8\20180412-5_3C_54per_4C_newstructure.sdu,7,10,91,100,40,8,b3,b3c8,0,beep.featurize,TrajectoryFastCharge,/mnt/c/Users/sjrt1/Documents/School/Winter2021/DATA451/FastCharge/data-share/features/TrajectoryFastCharge/FastCharge_000006_CH8_features_TrajectoryFastCharge.json,2021.1.11.15,942,942,942,942,942,942,942,el150800737369,2018-04-12_batch8\20180412-5_3C_54per_4C_newstructure.sdu,7,0.98,0.78,0.03
25,beep.featurize,DeltaQFastCharge,/mnt/c/Users/sjrt1/Documents/School/Winter2021/DATA451/FastCharge/data-share/features/DeltaQFastCharge/FastCharge_000007_CH24_features_DeltaQFastCharge.json,2021.1.11.15,1.0677625,0.4952268999999998,1.0694,157238.2027782881,614.4000244140625,-1.5332076357473206,-1.868720478136982,-3.781876198501143,-1.3074748876758426,0.2673418859706441,-1.5773148886643957,37.344581604003906,30.48859977722168,-9.142940012367722e-06,1.0709877389198097,-8.956787878788788e-05,1.077952034545455,0.015257280319929123,0.015443466603755951,-0.00011454150080680847,1.07111845,el150800737386,2018-04-12_batch8\20180412-5_9C_15per_4_6C_newstructure.sdu,23,10,91,100,40,24,b3,b3c24,0,beep.featurize,TrajectoryFastCharge,/mnt/c/Users/sjrt1/Documents/School/Winter2021/DATA451/FastCharge/data-share/features/TrajectoryFastCharge/FastCharge_000007_CH24_features_TrajectoryFastCharge.json,2021.1.11.15,878,878,878,878,878,878,878,el150800737386,2018-04-12_batch8\20180412-5_9C_15per_4_6C_newstructure.sdu,23,0.98,0.78,0.03
26,beep.featurize,DeltaQFastCharge,/mnt/c/Users/sjrt1/Documents/School/Winter2021/DATA451/FastCharge/data-share/features/DeltaQFastCharge/FastCharge_000007_CH39_features_DeltaQFastCharge.json,2021.1.11.15,1.0652004,0.48854070000000016,1.0696183000000001,147822.32442081018,614.4000244140625,-1.5645326610553738,-1.932270388819876,-3.8689815418092435,-0.815479453250357,0.2523665780192095,-1.6265226423626986,31.999889373779297,30.393115997314453,7.824832405685479e-06,1.070064235147392,-6.268909090906871e-05,1.0758265090909065,0.014745088294148445,0.014992444775998592,-0.00019479449838399887,1.0707510999999998,el150800737320,2018-04-12_batch8\20180412-5_9C_15per_4_6C_newstructure.sdu,38,10,91,100,40,39,b3,b3c39,0,beep.featurize,TrajectoryFastCharge,/mnt/c/Users/sjrt1/Documents/School/Winter2021/DATA451/FastCharge/data-share/features/TrajectoryFastCharge/FastCharge_000007_CH39_features_TrajectoryFastCharge.json,2021.1.11.15,860,860,860,860,860,860,860,el150800737320,2018-04-12_batch8\20180412-5_9C_15per_4_6C_newstructure.sdu,38,0.98,0.78,0.03
27,beep.featurize,DeltaQFastCharge,/mnt/c/Users/sjrt1/Documents/School/Winter2021/DATA451/FastCharge/data-share/features/DeltaQFastCharge/FastCharge_000008_CH47_features_DeltaQFastCharge.json,2021.1.11.15,1.0817878,0.6075974999999998,1.0847286,207666.61431070964,640.0,-1.2392852609086453,-1.5566460713088297,-3.1861198294223576,-1.307046673160428,0.280790385288013,-1.2800309628600859,36.804283142089844,29.747217178344727,-2.923385405071901e-05,1.0882742452277883,-4.987454545452279e-05,1.0897088345454522,0.017142953351140022,0.017510419711470604,6.443820893764496e-05,1.08798705,EL150800460485,2017-05-12_TESTS\20170512-8C-35PER_3_6C.SDU,46,10,91,100,40,47,b1,b1c47,0,beep.featurize,TrajectoryFastCharge,/mnt/c/Users/sjrt1/Documents/School/Winter2021/DATA451/FastCharge/data-share/features/TrajectoryFastCharge/FastCharge_000008_CH47_features_TrajectoryFastCharge.json,2021.1.11.15,327,446,496,531,563,594,618,EL150800460485,2017-05-12_TESTS\20170512-8C-35PER_3_6C.SDU,46,0.98,0.78,0.03
28,beep.featurize,DeltaQFastCharge,/mnt/c/Users/sjrt1/Documents/School/Winter2021/DATA451/FastCharge/data-share/features/DeltaQFastCharge/FastCharge_000008_CH48_features_DeltaQFastCharge.json,2021.1.11.15,1.0810224,0.6113865,1.0858688,208993.24208320002,563.2000122070312,-1.2288954146684583,-1.5536894477604974,-3.186218330601439,-1.2708022354205335,0.2778072645129709,-1.2804346452433417,37.85512161254883,29.696998596191406,-8.377035250474838e-06,1.0875297638837356,-3.5351515151500255e-05,1.0894040781818164,0.01638292707502842,0.016742216423153877,0.0001230090856552124,1.0878038,EL150800460656,2017-05-12_TESTS\20170512-8C-35PER_3_6C.SDU,47,10,91,100,40,48,b1,b1c48,0,beep.featurize,TrajectoryFastCharge,/mnt/c/Users/sjrt1/Documents/School/Winter2021/DATA451/FastCharge/data-share/features/TrajectoryFastCharge/FastCharge_000008_CH48_features_TrajectoryFastCharge.json,2021.1.11.15,334,447,492,523,552,580,601,EL150800460656,2017-05-12_TESTS\20170512-8C-35PER_3_6C.SDU,47,0.98,0.78,0.03
29,beep.featurize,DeltaQFastCharge,/mnt/c/Users/sjrt1/Documents/School/Winter2021/DATA451/FastCharge/data-share/features/DeltaQFastCharge/FastCharge_000009_CH4_features_DeltaQFastCharge.json,2021.1.11.15,1.0639789,0.8899294,1.0712723999999998,218087.81781005862,588.7999877929688,-1.3832612390681953,-1.7532755321549807,-3.546203542390016,-0.692988275741165,0.2192501266840559,-1.4411143268805076,36.81132125854492,26.808544158935547,8.344190476187001e-06,1.071592093506493,-7.730848484849291e-05,1.078706001818182,0.01677769422531128,0.017436815425753593,-0.0001674126833677292,1.07218195,el150800460597,2017-06-30_tests\20170630-4_8C_80per_4_8C.sdu,3,10,91,100,40,4,b2,b2c4,0,beep.featurize,TrajectoryFastCharge,/mnt/c/Users/sjrt1/Documents/School/Winter2021/DATA451/FastCharge/data-share/features/TrajectoryFastCharge/FastCharge_000009_CH4_features_TrajectoryFastCharge.json,2021.1.11.15,277,383,427,452,471,489,508,el150800460597,2017-06-30_tests\20170630-4_8C_80per_4_8C.sdu,3,0.98,0.78,0.03
30,beep.featurize,DeltaQFastCharge,/mnt/c/Users/sjrt1/Documents/School/Winter2021/DATA451/FastCharge/data-share/features/DeltaQFastCharge/FastCharge_000009_CH7_features_DeltaQFastCharge.json,2021.1.11.15,1.0640886999999999,0.8879968,1.067667,214983.11381022134,588.7999877929688,-1.2146361788438353,-1.5235279073714965,-3.1280078538802476,-1.1025308334777737,0.2838434315601559,-1.2774092257063467,34.01215744018555,27.86981201171875,-2.4636963512685746e-05,1.0717424643372502,-0.0001298648484848356,1.0805481781818167,0.016953356564044952,0.017749527469277382,-0.0006389152258634567,1.0716842999999998,el150800460611,2017-06-30_tests\20170630-4_8C_80per_4_8C.sdu,6,10,91,100,40,7,b2,b2c7,0,beep.featurize,TrajectoryFastCharge,/mnt/c/Users/sjrt1/Documents/School/Winter2021/DATA451/FastCharge/data-share/features/TrajectoryFastCharge/FastCharge_000009_CH7_features_TrajectoryFastCharge.json,2021.1.11.15,210,330,387,418,439,456,472,el150800460611,2017-06-30_tests\20170630-4_8C_80per_4_8C.sdu,6,0.98,0.78,0.03
31,beep.featurize,DeltaQFastCharge,/mnt/c/Users/sjrt1/Documents/School/Winter2021/DATA451/FastCharge/data-share/features/DeltaQFastCharge/FastCharge_000009_CH8_features_DeltaQFastCharge.json,2021.1.11.15,1.0733846000000002,0.8894098999999998,1.0771812,226181.28459879558,563.2000122070312,-1.17668065261557,-1.4772184262033203,-3.0361200608785697,-1.0483552965446,0.2880978864972806,-1.2343612173507135,36.58507537841797,29.097335815429688,-3.050758070500849e-05,1.0821597537827248,-0.00012195636363634639,1.0895072363636342,0.017301281914114952,0.018069028854370117,-0.0007234122604131699,1.08201585,el150800460596,2017-06-30_tests\20170630-4_8C_80per_4_8C.sdu,7,10,91,100,40,8,b2,b2c8,0,beep.featurize,TrajectoryFastCharge,/mnt/c/Users/sjrt1/Documents/School/Winter2021/DATA451/FastCharge/data-share/features/TrajectoryFastCharge/FastCharge_000009_CH8_features_TrajectoryFastCharge.json,2021.1.11.15,204,322,381,418,442,461,478,el150800460596,2017-06-30_tests\20170630-4_8C_80per_4_8C.sdu,7,0.98,0.78,0.03
32,beep.featurize,DeltaQFastCharge,/mnt/c/Users/sjrt1/Documents/School/Winter2021/DATA451/FastCharge/data-share/features/DeltaQFastCharge/FastCharge_000010_CH44_features_DeltaQFastCharge.json,2021.1.11.15,1.0691837,0.8947461999999999,1.0791458,234904.27615966796,588.7999877929688,-1.239314026695017,-1.5622390251526805,-3.1856134499536246,-1.4738051540255248,0.28130960393971144,-1.280256855541866,38.90525817871094,29.649295806884766,1.9164745825601282e-05,1.0785561495774065,-4.075393939392209e-05,1.0830295672727253,0.01787979155778885,0.018279194831848145,-0.00017424672842025757,1.0797824999999999,el150800460498,2017-06-30_tests\20170630-6C_31per_4_25C.sdu,43,10,91,100,40,44,b2,b2c44,0,beep.featurize,TrajectoryFastCharge,/mnt/c/Users/sjrt1/Documents/School/Winter2021/DATA451/FastCharge/data-share/features/TrajectoryFastCharge/FastCharge_000010_CH44_features_TrajectoryFastCharge.json,2021.1.11.15,248,353,393,416,435,453,470,el150800460498,2017-06-30_tests\20170630-6C_31per_4_25C.sdu,43,0.98,0.78,0.03
33,beep.featurize,DeltaQFastCharge,/mnt/c/Users/sjrt1/Documents/School/Winter2021/DATA451/FastCharge/data-share/features/DeltaQFastCharge/FastCharge_000011_CH26_features_DeltaQFastCharge.json,2021.1.11.15,1.0699197,0.8992093000000001,1.0785329,237579.36843261722,588.7999877929688,-1.3138689531831222,-1.61837759871895,-3.334971364943693,-0.9198660933929138,0.2823845935293719,-1.425802193313414,39.01078796386719,30.02223014831543,3.7496560296837445e-05,1.0762825891568748,-4.146727272726998e-05,1.0826962872727268,0.016837667673826218,0.017143238335847855,4.41819429397583e-05,1.0776094499999997,el150800460604,2017-06-30_tests\20170630-4_9C_69per_4_25C.sdu,25,10,91,100,40,26,b2,b2c26,0,beep.featurize,TrajectoryFastCharge,/mnt/c/Users/sjrt1/Documents/School/Winter2021/DATA451/FastCharge/data-share/features/TrajectoryFastCharge/FastCharge_000011_CH26_features_TrajectoryFastCharge.json,2021.1.11.15,247,400,435,456,474,490,506,el150800460604,2017-06-30_tests\20170630-4_9C_69per_4_25C.sdu,25,0.98,0.78,0.03
34,beep.featurize,DeltaQFastCharge,/mnt/c/Users/sjrt1/Documents/School/Winter2021/DATA451/FastCharge/data-share/features/DeltaQFastCharge/FastCharge_000012_CH13_features_DeltaQFastCharge.json,2021.1.11.15,1.0622736000000002,0.4968625999999998,1.0634773000000002,158593.7725808453,588.7999877929688,-1.5575619569305292,-1.9008522704190487,-3.8304009784934197,-1.1767344757536984,0.2690686367884944,-1.6873910500373046,40.07662582397461,31.780437469482422,-1.055822387136906e-05,1.065167587961245,-7.679818181814136e-05,1.0710963981818142,0.01488503161817789,0.014948572032153606,0.00010999012738466263,1.06511555,el150800737280,2018-04-12_batch8\20180412-5_6C_36per_4_3C_newstructure.sdu,12,10,91,100,40,13,b3,b3c13,0,beep.featurize,TrajectoryFastCharge,/mnt/c/Users/sjrt1/Documents/School/Winter2021/DATA451/FastCharge/data-share/features/TrajectoryFastCharge/FastCharge_000012_CH13_features_TrajectoryFastCharge.json,2021.1.11.15,1117,1117,1117,1117,1117,1117,1117,el150800737280,2018-04-12_batch8\20180412-5_6C_36per_4_3C_newstructure.sdu,12,0.98,0.78,0.03
35,beep.featurize,DeltaQFastCharge,/mnt/c/Users/sjrt1/Documents/School/Winter2021/DATA451/FastCharge/data-share/features/DeltaQFastCharge/FastCharge_000012_CH15_features_DeltaQFastCharge.json,2021.1.11.15,1.0500578999999999,0.49479130000000016,1.0519078000000002,158072.61519749343,563.2000122070312,-1.6000114101004155,-1.961656917902944,-3.904485512036011,-0.740404997930614,0.260391598297298,-1.6310650413362702,40.1955451965332,31.605619430541992,-1.3335125541129925e-05,1.0538057805194805,-7.646121212119138e-05,1.0593662145454523,0.015130545943975449,0.015368849970400333,-0.00015426799654960632,1.0537228,el150800737213,2018-04-12_batch8\20180412-5_6C_36per_4_3C_newstructure.sdu,14,10,91,100,40,15,b3,b3c15,0,beep.featurize,TrajectoryFastCharge,/mnt/c/Users/sjrt1/Documents/School/Winter2021/DATA451/FastCharge/data-share/features/TrajectoryFastCharge/FastCharge_000012_CH15_features_TrajectoryFastCharge.json,2021.1.11.15,416,647,738,777,805,829,829,el150800737213,2018-04-12_batch8\20180412-5_6C_36per_4_3C_newstructure.sdu,14,0.98,0.78,0.03
36,beep.featurize,DeltaQFastCharge,/mnt/c/Users/sjrt1/Documents/School/Winter2021/DATA451/FastCharge/data-share/features/DeltaQFastCharge/FastCharge_000012_CH21_features_DeltaQFastCharge.json,2021.1.11.15,1.0731678,0.4957510999999999,1.0755825,212301.34836018883,537.5999755859375,-1.5060365660355506,-1.840540872038292,-3.7298440894407334,-1.3563393737276366,0.26634391030950993,-1.5409801042249012,36.1158561706543,30.951786041259766,-4.264306740882672e-06,1.0765246910946196,-2.0665454545437022e-05,1.0776429254545432,0.015997540205717087,0.016181953251361847,-7.895007729530334e-05,1.07679595,el150800737314,2018-04-12_batch8\20180412-5_6C_36per_4_3C_newstructure.sdu,20,10,91,100,40,21,b3,b3c21,0,beep.featurize,TrajectoryFastCharge,/mnt/c/Users/sjrt1/Documents/School/Winter2021/DATA451/FastCharge/data-share/features/TrajectoryFastCharge/FastCharge_000012_CH21_features_TrajectoryFastCharge.json,2021.1.11.15,934,934,934,934,934,934,934,el150800737314,2018-04-12_batch8\20180412-5_6C_36per_4_3C_newstructure.sdu,20,0.98,0.78,0.03
37,beep.featurize,DeltaQFastCharge,/mnt/c/Users/sjrt1/Documents/School/Winter2021/DATA451/FastCharge/data-share/features/DeltaQFastCharge/FastCharge_000012_CH23_features_DeltaQFastCharge.json,2021.1.11.15,1.0716274,0.5015558000000002,1.0764278999999999,157960.70752954163,640.0,-1.5363737282058394,-1.8514588948421573,-3.7779695418445924,-1.389916506932537,0.2753554440225346,-1.5953917401469888,36.101497650146484,30.79009246826172,8.287649969073677e-06,1.0765532972995258,-9.758787878808289e-06,1.0774186054545472,0.015496999025344849,0.01570981554687023,-0.00011419318616390228,1.0772460000000001,el150800737387,2018-04-12_batch8\20180412-5_6C_36per_4_3C_newstructure.sdu,22,10,91,100,40,23,b3,b3c23,0,beep.featurize,TrajectoryFastCharge,/mnt/c/Users/sjrt1/Documents/School/Winter2021/DATA451/FastCharge/data-share/features/TrajectoryFastCharge/FastCharge_000012_CH23_features_TrajectoryFastCharge.json,2021.1.11.15,860,860,860,860,860,860,860,el150800737387,2018-04-12_batch8\20180412-5_6C_36per_4_3C_newstructure.sdu,22,0.98,0.78,0.03
38,beep.featurize,DeltaQFastCharge,/mnt/c/Users/sjrt1/Documents/School/Winter2021/DATA451/FastCharge/data-share/features/DeltaQFastCharge/FastCharge_000012_CH29_features_DeltaQFastCharge.json,2021.1.11.15,1.0706265,0.492043,1.0709301000000002,157710.76396062074,640.0,-1.606282669016681,-1.9630327799927405,-3.9356850079512653,-0.845651783489427,0.2609737263144783,-1.6679302018254942,38.401493072509766,31.7698917388916,-2.726837353122549e-05,1.074081933828076,-8.328909090907375e-05,1.0791120690909068,0.015178322792053223,0.015604726038873196,-8.557364344596863e-05,1.07376555,el150800737275,2018-04-12_batch8\20180412-5_6C_36per_4_3C_newstructure.sdu,28,10,91,100,40,29,b3,b3c29,0,beep.featurize,TrajectoryFastCharge,/mnt/c/Users/sjrt1/Documents/School/Winter2021/DATA451/FastCharge/data-share/features/TrajectoryFastCharge/FastCharge_000012_CH29_features_TrajectoryFastCharge.json,2021.1.11.15,1157,1157,1157,1157,1157,1157,1157,el150800737275,2018-04-12_batch8\20180412-5_6C_36per_4_3C_newstructure.sdu,28,0.98,0.78,0.03
39,beep.featurize,DeltaQFastCharge,/mnt/c/Users/sjrt1/Documents/School/Winter2021/DATA451/FastCharge/data-share/features/DeltaQFastCharge/FastCharge_000012_CH37_features_DeltaQFastCharge.json,2021.1.11.15,1.0592589,0.49388690000000013,1.0627525,161030.14494648017,640.0,-1.579680831808021,-1.9556129137680542,-3.9168037762260424,-0.6957684926997465,0.24173798009076117,-1.6466194814413284,38.980979919433594,31.882980346679688,-7.497662337719038e-07,1.0637112125541124,-5.26206060605669e-05,1.0679547672727232,0.014868693426251411,0.015114452689886093,-0.00013911351561546326,1.06406695,el150800737251,2018-04-12_batch8\20180412-5_6C_36per_4_3C_newstructure.sdu,36,10,91,100,40,37,b3,b3c37,0,beep.featurize,TrajectoryFastCharge,/mnt/c/Users/sjrt1/Documents/School/Winter2021/DATA451/FastCharge/data-share/features/TrajectoryFastCharge/FastCharge_000012_CH37_features_TrajectoryFastCharge.json,2021.1.11.15,852,852,852,852,852,852,852,el150800737251,2018-04-12_batch8\20180412-5_6C_36per_4_3C_newstructure.sdu,36,0.98,0.78,0.03
40,beep.featurize,DeltaQFastCharge,/mnt/c/Users/sjrt1/Documents/School/Winter2021/DATA451/FastCharge/data-share/features/DeltaQFastCharge/FastCharge_000012_CH45_features_DeltaQFastCharge.json,2021.1.11.15,1.0573761000000002,0.493104,1.0578856,155949.89425254997,563.2000122070312,-1.6474388887900007,-2.016423424660776,-4.025718183370679,-0.7606417550842635,0.2571126351737428,-1.7182808143699337,39.893035888671875,31.939495086669922,-1.9780236239954354e-05,1.060348313832199,-5.9033939393945616e-05,1.0636242472727275,0.015083324164152145,0.015283137559890747,-0.0001225396990776062,1.0602281,el150800737365,2018-04-12_batch8\20180412-5_6C_36per_4_3C_newstructure.sdu,44,10,91,100,40,45,b3,b3c45,0,beep.featurize,TrajectoryFastCharge,/mnt/c/Users/sjrt1/Documents/School/Winter2021/DATA451/FastCharge/data-share/features/TrajectoryFastCharge/FastCharge_000012_CH45_features_TrajectoryFastCharge.json,2021.1.11.15,925,925,925,925,925,925,925,el150800737365,2018-04-12_batch8\20180412-5_6C_36per_4_3C_newstructure.sdu,44,0.98,0.78,0.03
41,beep.featurize,DeltaQFastCharge,/mnt/c/Users/sjrt1/Documents/School/Winter2021/DATA451/FastCharge/data-share/features/DeltaQFastCharge/FastCharge_000012_CH5_features_DeltaQFastCharge.json,2021.1.11.15,1.0491925,0.4855153000000001,1.0541074,204689.82440185547,614.4000244140625,-1.6308008240432887,-2.0618854386323244,-4.039595443990749,-0.37416908464443166,0.19237766197558634,-1.6710936794717652,37.2458381652832,30.47063636779785,1.30093345701899e-05,1.0536735696351263,-5.0749696969693213e-05,1.0591441763636356,0.017006676644086838,0.018552294000983238,-0.00018048658967018127,1.0544242,el150800739495,2018-04-12_batch8\20180412-5_6C_36per_4_3C_newstructure.sdu,4,10,91,100,40,5,b3,b3c5,0,beep.featurize,TrajectoryFastCharge,/mnt/c/Users/sjrt1/Documents/School/Winter2021/DATA451/FastCharge/data-share/features/TrajectoryFastCharge/FastCharge_000012_CH5_features_TrajectoryFastCharge.json,2021.1.11.15,788,788,788,788,788,788,788,el150800739495,2018-04-12_batch8\20180412-5_6C_36per_4_3C_newstructure.sdu,4,0.98,0.78,0.03
42,beep.featurize,DeltaQFastCharge,/mnt/c/Users/sjrt1/Documents/School/Winter2021/DATA451/FastCharge/data-share/features/DeltaQFastCharge/FastCharge_000013_CH13_features_DeltaQFastCharge.json,2021.1.11.15,1.0729031999999998,0.6076909000000004,1.0817119,193514.3169433594,716.7999877929688,-1.549730730076118,-1.8471200303221509,-3.800627837696254,-0.8642784081091278,0.2816321251278294,-1.6819989909917032,37.61469268798828,29.98638916015625,3.066572541743588e-05,1.0800830763553904,-1.3456969696967756e-05,1.0830178636363632,0.016397768631577492,0.01667385920882225,1.7173588275909424e-06,1.08182895,EL150800463980,2017-05-12_TESTS\20170512-5_4C-50PER_3C.SDU,12,10,91,100,40,13,b1,b1c13,0,beep.featurize,TrajectoryFastCharge,/mnt/c/Users/sjrt1/Documents/School/Winter2021/DATA451/FastCharge/data-share/features/TrajectoryFastCharge/FastCharge_000013_CH13_features_TrajectoryFastCharge.json,2021.1.11.15,506,759,843,903,907,907,907,EL150800463980,2017-05-12_TESTS\20170512-5_4C-50PER_3C.SDU,12,0.98,0.78,0.03
43,beep.featurize,DeltaQFastCharge,/mnt/c/Users/sjrt1/Documents/School/Winter2021/DATA451/FastCharge/data-share/features/DeltaQFastCharge/FastCharge_000013_CH14_features_DeltaQFastCharge.json,2021.1.11.15,1.0507991,0.6097292999999999,1.0599473,191117.5794067383,716.7999877929688,-1.624662010015997,-1.951276171722517,-3.9707804753267624,-1.3993697057035712,0.274811612566475,-1.7598431194165514,37.12896728515625,29.877809524536133,2.7505800865800274e-05,1.0586159412698408,-1.4282424242432627e-05,1.0613676290909098,0.01596280187368393,0.016517458483576775,-0.00024249404668807983,1.06026475,EL150800463882,2017-05-12_TESTS\20170512-5_4C-50PER_3C.SDU,13,10,91,100,40,14,b1,b1c14,0,beep.featurize,TrajectoryFastCharge,/mnt/c/Users/sjrt1/Documents/School/Winter2021/DATA451/FastCharge/data-share/features/TrajectoryFastCharge/FastCharge_000013_CH14_features_TrajectoryFastCharge.json,2021.1.11.15,479,620,677,717,755,788,790,EL150800463882,2017-05-12_TESTS\20170512-5_4C-50PER_3C.SDU,13,0.98,0.78,0.03
44,beep.featurize,DeltaQFastCharge,/mnt/c/Users/sjrt1/Documents/School/Winter2021/DATA451/FastCharge/data-share/features/DeltaQFastCharge/FastCharge_000014_CH23_features_DeltaQFastCharge.json,2021.1.11.15,1.0785451000000001,0.6021087999999999,1.0863118999999999,183448.8194783529,563.2000122070312,-1.5623243309224424,-1.9195435897509965,-3.883036311974901,-1.036886051173303,0.2507742987434293,-1.60835699825663,37.566532135009766,29.542667388916016,2.8055094619670658e-05,1.0849882614306323,-3.0804848484852276e-05,1.089380318181818,0.016328047960996628,0.01685073971748352,-4.001148045063019e-05,1.08615585,EL150800460653,2017-05-12_TESTS\20170512-5_4C-60PER_3_6C.SDU,22,10,91,100,40,23,b1,b1c23,0,beep.featurize,TrajectoryFastCharge,/mnt/c/Users/sjrt1/Documents/School/Winter2021/DATA451/FastCharge/data-share/features/TrajectoryFastCharge/FastCharge_000014_CH23_features_TrajectoryFastCharge.json,2021.1.11.15,518,686,741,778,812,843,864,EL150800460653,2017-05-12_TESTS\20170512-5_4C-60PER_3_6C.SDU,22,0.98,0.78,0.03
45,beep.featurize,DeltaQFastCharge,/mnt/c/Users/sjrt1/Documents/School/Winter2021/DATA451/FastCharge/data-share/features/DeltaQFastCharge/FastCharge_000014_CH24_features_DeltaQFastCharge.json,2021.1.11.15,1.0697117,0.5475102999999999,1.0770072,202939.30452067056,640.0,-1.5123093771945335,-1.8507995402226574,-3.755526922524942,-1.8228136613414523,0.27009883498503745,-1.571873484170632,37.208404541015625,29.182228088378906,2.244812492268834e-05,1.0759104503195214,-1.0372727272716119e-05,1.078049552727271,0.016238288953900337,0.016832765191793442,-4.148855805397034e-05,1.07696975,EL150800460522,2017-05-12_TESTS\20170512-5_4C-60PER_3_6C.SDU,23,10,91,100,40,24,b1,b1c24,0,beep.featurize,TrajectoryFastCharge,/mnt/c/Users/sjrt1/Documents/School/Winter2021/DATA451/FastCharge/data-share/features/TrajectoryFastCharge/FastCharge_000014_CH24_features_TrajectoryFastCharge.json,2021.1.11.15,505,678,731,772,810,845,859,EL150800460522,2017-05-12_TESTS\20170512-5_4C-60PER_3_6C.SDU,23,0.98,0.78,0.03
